image_id,outfit_id,filename,generation_timestamp,prompt,revised_prompt,evaluation_status
"img_20250421_232034","outfit_20250421_231945","image_20250421_232034_0.jpg","2025-04-21 23:20:34","Fashion illustration of: Top: **Top:** A  tailored white, double-breasted blazer crafted from a lightweight wool blend. Bottom: **Bottom:** Black denim pants cut in a wide-leg silhouette with a modern high waist. Shoes: **Shoes:** Black suede platform boots with a chunky heel, reaching just above the ankle. Style: {'PROFESSIONAL'}. Color palette: {'black', 'white', 'red', 'silver'}. High quality fashion illustration, detailed textures and materials.","A high-resolution fashion illustration of a woman wearing a tailored white, double-breasted blazer and black wide-leg denim pants with a high waist. She is accessorized with black suede platform boots featuring a chunky heel. The background is a neutral, softly lit studio setting that highlights the outfit without distraction. The woman's hair is styled in a sleek bun, and her expression is professional yet approachable. The color palette is limited to black, white, red, and silver, with detailed textures showcasing the materials of the clothing. The lighting is natural and soft, focusing on the outfit's details and creating a professional yet stylish ambiance.","Pending"
"img_20250421_232034","outfit_20250421_231945","image_20250421_232034_1.jpg","2025-04-21 23:20:34","Fashion illustration of: Top: **Top:** A  tailored white, double-breasted blazer crafted from a lightweight wool blend. Bottom: **Bottom:** Black denim pants cut in a wide-leg silhouette with a modern high waist. Shoes: **Shoes:** Black suede platform boots with a chunky heel, reaching just above the ankle. Style: {'PROFESSIONAL'}. Color palette: {'black', 'white', 'red', 'silver'}. High quality fashion illustration, detailed textures and materials.","A high-resolution fashion illustration of a woman wearing a tailored white, double-breasted blazer and black wide-leg denim pants with a high waist. She is accessorized with black suede platform boots featuring a chunky heel. The background is a neutral, softly lit studio setting that highlights the outfit without distraction. The woman's hair is styled in a sleek bun, and her expression is professional yet approachable. The color palette is limited to black, white, red, and silver, with detailed textures showcasing the materials of the clothing. The lighting is natural and soft, focusing on the outfit's details and creating a professional yet stylish ambiance.","Pending"
"img_20250421_232329","outfit_20250421_232012","image_20250421_232329_0.jpg","2025-04-21 23:23:29","Fashion illustration of: Top: A fitted lavender satin blouse with a dramatic asymmetrical hemline that dips lower on the right side. Bottom: High-waisted, wide-leg trousers crafted from deep pink velvet. Shoes: Sleek black pointed-toe pumps with a chunky block heel for added height and visual impact. Accessories: A statement necklace composed of oversized pink quartz beads and silver accents, drawing attention to the neckline and adding a bold touch of femininity. Style: {'CASUAL'}. Color palette: {'pink', 'red', 'black', 'green', 'silver'}. High quality fashion illustration, detailed textures and materials.","A high-quality fashion illustration of a woman wearing a fitted lavender satin blouse with an asymmetrical hemline dipping lower on the right side, paired with high-waisted, wide-leg deep pink velvet trousers. She is accessorized with a statement necklace of oversized pink quartz beads and silver accents, and wears sleek black pointed-toe pumps with a chunky block heel. The woman has long, wavy brown hair and a serene expression, set against a soft, pastel-colored studio background. The lighting is natural and soft, highlighting the detailed textures and materials of the outfit. The focus is primarily on the woman and her attire, with a shallow depth of field to minimize background distractions.","Pending"
"img_20250421_232329","outfit_20250421_232012","image_20250421_232329_1.jpg","2025-04-21 23:23:29","Fashion illustration of: Top: A fitted lavender satin blouse with a dramatic asymmetrical hemline that dips lower on the right side. Bottom: High-waisted, wide-leg trousers crafted from deep pink velvet. Shoes: Sleek black pointed-toe pumps with a chunky block heel for added height and visual impact. Accessories: A statement necklace composed of oversized pink quartz beads and silver accents, drawing attention to the neckline and adding a bold touch of femininity. Style: {'CASUAL'}. Color palette: {'pink', 'red', 'black', 'green', 'silver'}. High quality fashion illustration, detailed textures and materials.","A high-quality fashion illustration of a woman wearing a fitted lavender satin blouse with an asymmetrical hemline dipping lower on the right side, paired with high-waisted, wide-leg deep pink velvet trousers. She is accessorized with a statement necklace of oversized pink quartz beads and silver accents, and wears sleek black pointed-toe pumps with a chunky block heel. The woman has long, wavy brown hair and a serene expression, set against a soft, pastel-colored studio background. The lighting is natural and soft, highlighting the detailed textures and materials of the outfit. The focus is primarily on the woman and her attire, with a shallow depth of field to minimize background distractions.","Pending"
"img_20250421_233859","outfit_20250421_232437","image_20250421_233859_0.jpg","2025-04-21 23:38:59","Fashion illustration of: Top: A vibrant crimson silk halter top with a figure-hugging cut. Bottom: Tailored white linen trousers with sharp pleats and a cropped length, revealing a glimpse of toned legs. Shoes: Sleek white leather platform sneakers with chunky soles and contrasting red laces. Accessories: A long fringed scarf made from crimson silk chiffon, cascading down the back like molten lava. Style: {'FORMAL'}. Color palette: {'yellow', 'gold', 'blue', 'red', 'white', 'black', 'silver'}. High quality fashion illustration, detailed textures and materials.","A high-quality fashion illustration of a woman wearing a vibrant crimson silk halter top and tailored white linen trousers with sharp pleats, revealing a glimpse of her toned legs. She accessorizes with a long fringed crimson silk chiffon scarf cascading down her back and sleek white leather platform sneakers with chunky soles and red laces. The background features a softly lit, elegant interior with natural light filtering through a large window, creating a formal and sophisticated atmosphere. The color palette includes yellow, gold, blue, red, white, black, and silver, with detailed textures highlighting the materials of her attire. The woman has her hair styled in loose waves and wears subtle makeup, enhancing her natural features. The overall composition focuses on her, ensuring she remains the central figure in the scene.","Pending"
"img_20250421_233859","outfit_20250421_232437","image_20250421_233859_1.jpg","2025-04-21 23:38:59","Fashion illustration of: Top: A vibrant crimson silk halter top with a figure-hugging cut. Bottom: Tailored white linen trousers with sharp pleats and a cropped length, revealing a glimpse of toned legs. Shoes: Sleek white leather platform sneakers with chunky soles and contrasting red laces. Accessories: A long fringed scarf made from crimson silk chiffon, cascading down the back like molten lava. Style: {'FORMAL'}. Color palette: {'yellow', 'gold', 'blue', 'red', 'white', 'black', 'silver'}. High quality fashion illustration, detailed textures and materials.","A high-quality fashion illustration of a woman wearing a vibrant crimson silk halter top and tailored white linen trousers with sharp pleats, revealing a glimpse of her toned legs. She accessorizes with a long fringed crimson silk chiffon scarf cascading down her back and sleek white leather platform sneakers with chunky soles and red laces. The background features a softly lit, elegant interior with natural light filtering through a large window, creating a formal and sophisticated atmosphere. The color palette includes yellow, gold, blue, red, white, black, and silver, with detailed textures highlighting the materials of her attire. The woman has her hair styled in loose waves and wears subtle makeup, enhancing her natural features. The overall composition focuses on her, ensuring she remains the central figure in the scene.","Pending"
"img_20250421_233859","outfit_20250421_232437","image_20250421_233859_2.jpg","2025-04-21 23:38:59","Fashion illustration of: Top: A vibrant crimson silk halter top with a figure-hugging cut. Bottom: Tailored white linen trousers with sharp pleats and a cropped length, revealing a glimpse of toned legs. Shoes: Sleek white leather platform sneakers with chunky soles and contrasting red laces. Accessories: A long fringed scarf made from crimson silk chiffon, cascading down the back like molten lava. Style: {'FORMAL'}. Color palette: {'yellow', 'gold', 'blue', 'red', 'white', 'black', 'silver'}. High quality fashion illustration, detailed textures and materials.","A high-quality fashion illustration of a woman wearing a vibrant crimson silk halter top and tailored white linen trousers with sharp pleats, revealing a glimpse of her toned legs. She accessorizes with a long fringed crimson silk chiffon scarf cascading down her back and sleek white leather platform sneakers with chunky soles and red laces. The background features a softly lit, elegant interior with natural light filtering through a large window, creating a formal and sophisticated atmosphere. The color palette includes yellow, gold, blue, red, white, black, and silver, with detailed textures highlighting the materials of her attire. The woman has her hair styled in loose waves and wears subtle makeup, enhancing her natural features. The overall composition focuses on her, ensuring she remains the central figure in the scene.","Pending"
"img_20250421_233917","outfit_20250421_232509","image_20250421_233917_0.jpg","2025-04-21 23:39:17","Fashion illustration of: Top: **Top:** A structured lilac top crafted from lightweight wool with a high neckline and long sleeves. Bottom: **Bottom:** Deep green denim shorts in a relaxed fit, showcasing distressed edges and subtle fading for a vintage vibe. Shoes: **Shoes:** Pointed-toe suede pumps in rich burnt orange, reaching a modest stiletto heel that elongates the leg while complementing the warm tones of the outfit. Style: {'CASUAL'}. Color palette: {'orange', 'red', 'purple', 'green', 'silver'}. High quality fashion illustration, detailed textures and materials.","A high-resolution fashion illustration of a woman wearing a structured lilac wool top with a high neckline and long sleeves, paired with deep green denim shorts featuring distressed edges and subtle fading. She is complemented by pointed-toe suede pumps in a rich burnt orange color with a modest stiletto heel. The woman has a casual yet stylish appearance, with her hair loosely styled and a neutral expression. The background is a softly blurred urban street scene during the golden hour, providing a warm and inviting atmosphere without distracting from the main subject. The illustration highlights detailed textures and materials of the clothing, focusing on the outfit's colors and style.","Pending"
"img_20250421_233917","outfit_20250421_232509","image_20250421_233917_1.jpg","2025-04-21 23:39:17","Fashion illustration of: Top: **Top:** A structured lilac top crafted from lightweight wool with a high neckline and long sleeves. Bottom: **Bottom:** Deep green denim shorts in a relaxed fit, showcasing distressed edges and subtle fading for a vintage vibe. Shoes: **Shoes:** Pointed-toe suede pumps in rich burnt orange, reaching a modest stiletto heel that elongates the leg while complementing the warm tones of the outfit. Style: {'CASUAL'}. Color palette: {'orange', 'red', 'purple', 'green', 'silver'}. High quality fashion illustration, detailed textures and materials.","A high-resolution fashion illustration of a woman wearing a structured lilac wool top with a high neckline and long sleeves, paired with deep green denim shorts featuring distressed edges and subtle fading. She is complemented by pointed-toe suede pumps in a rich burnt orange color with a modest stiletto heel. The woman has a casual yet stylish appearance, with her hair loosely styled and a neutral expression. The background is a softly blurred urban street scene during the golden hour, providing a warm and inviting atmosphere without distracting from the main subject. The illustration highlights detailed textures and materials of the clothing, focusing on the outfit's colors and style.","Pending"
"img_20250421_233917","outfit_20250421_232509","image_20250421_233917_2.jpg","2025-04-21 23:39:17","Fashion illustration of: Top: **Top:** A structured lilac top crafted from lightweight wool with a high neckline and long sleeves. Bottom: **Bottom:** Deep green denim shorts in a relaxed fit, showcasing distressed edges and subtle fading for a vintage vibe. Shoes: **Shoes:** Pointed-toe suede pumps in rich burnt orange, reaching a modest stiletto heel that elongates the leg while complementing the warm tones of the outfit. Style: {'CASUAL'}. Color palette: {'orange', 'red', 'purple', 'green', 'silver'}. High quality fashion illustration, detailed textures and materials.","A high-resolution fashion illustration of a woman wearing a structured lilac wool top with a high neckline and long sleeves, paired with deep green denim shorts featuring distressed edges and subtle fading. She is complemented by pointed-toe suede pumps in a rich burnt orange color with a modest stiletto heel. The woman has a casual yet stylish appearance, with her hair loosely styled and a neutral expression. The background is a softly blurred urban street scene during the golden hour, providing a warm and inviting atmosphere without distracting from the main subject. The illustration highlights detailed textures and materials of the clothing, focusing on the outfit's colors and style.","Pending"
"img_20250421_233934","outfit_20250421_232545","image_20250421_233934_0.jpg","2025-04-21 23:39:34","Fashion illustration of: Top: A vibrant emerald green tweed jacket with a sharp, tailored silhouette. Bottom: Luxurious purple corduroy wide-leg pants drape effortlessly from the hips, cascading into a dramatic pool of rich color. Shoes: Striking orange platform sandals with chunky heels crafted from woven leather, adding height and an unexpected pop of color to complete the daring ensemble. Accessories: A long, fringed scarf in a fiery orange hue cascades down the back, framing the shoulders with vibrant warmth. Style: {'PROFESSIONAL'}. Color palette: {'gold', 'orange', 'red', 'purple', 'black', 'green'}. High quality fashion illustration, detailed textures and materials.","A high-resolution fashion illustration of a woman wearing a vibrant emerald green tweed jacket with a sharp, tailored silhouette and luxurious purple corduroy wide-leg pants that drape elegantly. She is complemented by striking orange platform sandals with chunky woven leather heels and a long, fringed orange scarf cascading down her back. The background features a softly lit studio setting with a neutral color palette, ensuring the focus remains on the detailed textures and materials of the outfit. The lighting is soft and flattering, highlighting the gold and orange tones in the ensemble. The woman's expression is confident, and her hair is styled in a sophisticated updo. The overall composition emphasizes the professional and daring fashion elements of the outfit.","Pending"
"img_20250421_233934","outfit_20250421_232545","image_20250421_233934_1.jpg","2025-04-21 23:39:34","Fashion illustration of: Top: A vibrant emerald green tweed jacket with a sharp, tailored silhouette. Bottom: Luxurious purple corduroy wide-leg pants drape effortlessly from the hips, cascading into a dramatic pool of rich color. Shoes: Striking orange platform sandals with chunky heels crafted from woven leather, adding height and an unexpected pop of color to complete the daring ensemble. Accessories: A long, fringed scarf in a fiery orange hue cascades down the back, framing the shoulders with vibrant warmth. Style: {'PROFESSIONAL'}. Color palette: {'gold', 'orange', 'red', 'purple', 'black', 'green'}. High quality fashion illustration, detailed textures and materials.","A high-resolution fashion illustration of a woman wearing a vibrant emerald green tweed jacket with a sharp, tailored silhouette and luxurious purple corduroy wide-leg pants that drape elegantly. She is complemented by striking orange platform sandals with chunky woven leather heels and a long, fringed orange scarf cascading down her back. The background features a softly lit studio setting with a neutral color palette, ensuring the focus remains on the detailed textures and materials of the outfit. The lighting is soft and flattering, highlighting the gold and orange tones in the ensemble. The woman's expression is confident, and her hair is styled in a sophisticated updo. The overall composition emphasizes the professional and daring fashion elements of the outfit.","Pending"
"img_20250421_233934","outfit_20250421_232545","image_20250421_233934_2.jpg","2025-04-21 23:39:34","Fashion illustration of: Top: A vibrant emerald green tweed jacket with a sharp, tailored silhouette. Bottom: Luxurious purple corduroy wide-leg pants drape effortlessly from the hips, cascading into a dramatic pool of rich color. Shoes: Striking orange platform sandals with chunky heels crafted from woven leather, adding height and an unexpected pop of color to complete the daring ensemble. Accessories: A long, fringed scarf in a fiery orange hue cascades down the back, framing the shoulders with vibrant warmth. Style: {'PROFESSIONAL'}. Color palette: {'gold', 'orange', 'red', 'purple', 'black', 'green'}. High quality fashion illustration, detailed textures and materials.","A high-resolution fashion illustration of a woman wearing a vibrant emerald green tweed jacket with a sharp, tailored silhouette and luxurious purple corduroy wide-leg pants that drape elegantly. She is complemented by striking orange platform sandals with chunky woven leather heels and a long, fringed orange scarf cascading down her back. The background features a softly lit studio setting with a neutral color palette, ensuring the focus remains on the detailed textures and materials of the outfit. The lighting is soft and flattering, highlighting the gold and orange tones in the ensemble. The woman's expression is confident, and her hair is styled in a sophisticated updo. The overall composition emphasizes the professional and daring fashion elements of the outfit.","Pending"
"img_20250421_234021","outfit_20250421_232620","image_20250421_234021_0.jpg","2025-04-21 23:40:21","Fashion illustration of: Top: A scarlet silk chiffon blouse with a structured peplum that flares out gracefully, capturing the essence of strength and femininity. Bottom: Tailored trousers in a rich forest green organza, impeccably fitted yet flowing with an athletic ease. Shoes: Sleek black leather platforms, elevating your presence with a subtle height boost. Accessories: A bold geometric clutch bag in a vibrant red satin, echoing the top's scarlet hue. Style: {'FORMAL'}. Color palette: {'red', 'black', 'gold', 'green'}. High quality fashion illustration, detailed textures and materials.","A high-resolution fashion illustration of a woman wearing a scarlet silk chiffon blouse with a structured peplum and tailored forest green organza trousers, complemented by sleek black leather platform shoes. She holds a vibrant red satin geometric clutch bag. The woman has an elegant updo hairstyle and subtle makeup, enhancing her confident expression. The background features a softly lit, elegant ballroom setting with ambient lighting, ensuring focus remains on the model. The scene is devoid of distracting elements, maintaining a formal and sophisticated atmosphere. The color palette consists of red, black, gold, and green, with detailed textures and materials highlighted to emphasize the high-quality fashion illustration.","Pending"
"img_20250421_234021","outfit_20250421_232620","image_20250421_234021_1.jpg","2025-04-21 23:40:21","Fashion illustration of: Top: A scarlet silk chiffon blouse with a structured peplum that flares out gracefully, capturing the essence of strength and femininity. Bottom: Tailored trousers in a rich forest green organza, impeccably fitted yet flowing with an athletic ease. Shoes: Sleek black leather platforms, elevating your presence with a subtle height boost. Accessories: A bold geometric clutch bag in a vibrant red satin, echoing the top's scarlet hue. Style: {'FORMAL'}. Color palette: {'red', 'black', 'gold', 'green'}. High quality fashion illustration, detailed textures and materials.","A high-resolution fashion illustration of a woman wearing a scarlet silk chiffon blouse with a structured peplum and tailored forest green organza trousers, complemented by sleek black leather platform shoes. She holds a vibrant red satin geometric clutch bag. The woman has an elegant updo hairstyle and subtle makeup, enhancing her confident expression. The background features a softly lit, elegant ballroom setting with ambient lighting, ensuring focus remains on the model. The scene is devoid of distracting elements, maintaining a formal and sophisticated atmosphere. The color palette consists of red, black, gold, and green, with detailed textures and materials highlighted to emphasize the high-quality fashion illustration.","Pending"
"img_20250421_234021","outfit_20250421_232620","image_20250421_234021_2.jpg","2025-04-21 23:40:21","Fashion illustration of: Top: A scarlet silk chiffon blouse with a structured peplum that flares out gracefully, capturing the essence of strength and femininity. Bottom: Tailored trousers in a rich forest green organza, impeccably fitted yet flowing with an athletic ease. Shoes: Sleek black leather platforms, elevating your presence with a subtle height boost. Accessories: A bold geometric clutch bag in a vibrant red satin, echoing the top's scarlet hue. Style: {'FORMAL'}. Color palette: {'red', 'black', 'gold', 'green'}. High quality fashion illustration, detailed textures and materials.","A high-resolution fashion illustration of a woman wearing a scarlet silk chiffon blouse with a structured peplum and tailored forest green organza trousers, complemented by sleek black leather platform shoes. She holds a vibrant red satin geometric clutch bag. The woman has an elegant updo hairstyle and subtle makeup, enhancing her confident expression. The background features a softly lit, elegant ballroom setting with ambient lighting, ensuring focus remains on the model. The scene is devoid of distracting elements, maintaining a formal and sophisticated atmosphere. The color palette consists of red, black, gold, and green, with detailed textures and materials highlighted to emphasize the high-quality fashion illustration.","Pending"
"img_20250421_234038","outfit_20250421_232702","image_20250421_234038_0.jpg","2025-04-21 23:40:38","Fashion illustration of: Top: **Top:** A daring magenta velvet top with a playful, asymmetrical hem. Bottom: **Bottom:** Flowing mint green satin trousers with wide legs that pool playfully around the ankles. Shoes: **Shoes:** Sleek black velvet mules with a chunky platform sole, adding height and boldness to the ensemble. Style: {'PROFESSIONAL'}. Color palette: {'pink', 'red', 'black', 'green', 'silver'}. High quality fashion illustration, detailed textures and materials.","A high-quality fashion illustration of a female model wearing a daring magenta velvet top with an asymmetrical hem and flowing mint green satin trousers with wide legs that pool around the ankles. She is accessorized with sleek black velvet mules with a chunky platform sole. The background is a soft, neutral color to focus on the outfit, set in a professional studio environment with subtle lighting that highlights the textures and materials of the clothing. The model has her hair styled in a sleek bun and wears minimal jewelry, maintaining a focused and elegant appearance. The overall composition emphasizes the detailed textures and the professional style of the ensemble.","Pending"
"img_20250421_234038","outfit_20250421_232702","image_20250421_234038_1.jpg","2025-04-21 23:40:38","Fashion illustration of: Top: **Top:** A daring magenta velvet top with a playful, asymmetrical hem. Bottom: **Bottom:** Flowing mint green satin trousers with wide legs that pool playfully around the ankles. Shoes: **Shoes:** Sleek black velvet mules with a chunky platform sole, adding height and boldness to the ensemble. Style: {'PROFESSIONAL'}. Color palette: {'pink', 'red', 'black', 'green', 'silver'}. High quality fashion illustration, detailed textures and materials.","A high-quality fashion illustration of a female model wearing a daring magenta velvet top with an asymmetrical hem and flowing mint green satin trousers with wide legs that pool around the ankles. She is accessorized with sleek black velvet mules with a chunky platform sole. The background is a soft, neutral color to focus on the outfit, set in a professional studio environment with subtle lighting that highlights the textures and materials of the clothing. The model has her hair styled in a sleek bun and wears minimal jewelry, maintaining a focused and elegant appearance. The overall composition emphasizes the detailed textures and the professional style of the ensemble.","Pending"
"img_20250421_234038","outfit_20250421_232702","image_20250421_234038_2.jpg","2025-04-21 23:40:38","Fashion illustration of: Top: **Top:** A daring magenta velvet top with a playful, asymmetrical hem. Bottom: **Bottom:** Flowing mint green satin trousers with wide legs that pool playfully around the ankles. Shoes: **Shoes:** Sleek black velvet mules with a chunky platform sole, adding height and boldness to the ensemble. Style: {'PROFESSIONAL'}. Color palette: {'pink', 'red', 'black', 'green', 'silver'}. High quality fashion illustration, detailed textures and materials.","A high-quality fashion illustration of a female model wearing a daring magenta velvet top with an asymmetrical hem and flowing mint green satin trousers with wide legs that pool around the ankles. She is accessorized with sleek black velvet mules with a chunky platform sole. The background is a soft, neutral color to focus on the outfit, set in a professional studio environment with subtle lighting that highlights the textures and materials of the clothing. The model has her hair styled in a sleek bun and wears minimal jewelry, maintaining a focused and elegant appearance. The overall composition emphasizes the detailed textures and the professional style of the ensemble.","Pending"
"img_20250421_234104","outfit_20250421_232737","image_20250421_234104_0.jpg","2025-04-21 23:41:04","Fashion illustration of: Top: **Top:** A luxuriously soft beige velvet top with a daringly low draped neckline that plunges just enough to hint at mystery. Bottom: **Bottom:**  Cream satin palazzo pants with a high waist, flowing gracefully down to puddle around the ankles. Shoes: **Shoes:**  Taupe suede slingback heels with a moderate heel height. Style: {'FORMAL'}. Color palette: {'red', 'beige'}. High quality fashion illustration, detailed textures and materials.","A high-resolution fashion illustration of a woman wearing a luxurious beige velvet top with a daringly low draped neckline and cream satin palazzo pants with a high waist, flowing gracefully to puddle around her ankles. She is wearing taupe suede slingback heels with a moderate heel height. The woman has soft, wavy hair and a serene expression. The background is a softly lit, elegant room with warm ambient lighting, focusing on the textures and details of the outfit. The color palette consists of red, beige, and taupe, creating a sophisticated and formal atmosphere. The illustration emphasizes detailed textures and materials of the clothing.","Pending"
"img_20250421_234104","outfit_20250421_232737","image_20250421_234104_1.jpg","2025-04-21 23:41:04","Fashion illustration of: Top: **Top:** A luxuriously soft beige velvet top with a daringly low draped neckline that plunges just enough to hint at mystery. Bottom: **Bottom:**  Cream satin palazzo pants with a high waist, flowing gracefully down to puddle around the ankles. Shoes: **Shoes:**  Taupe suede slingback heels with a moderate heel height. Style: {'FORMAL'}. Color palette: {'red', 'beige'}. High quality fashion illustration, detailed textures and materials.","A high-resolution fashion illustration of a woman wearing a luxurious beige velvet top with a daringly low draped neckline and cream satin palazzo pants with a high waist, flowing gracefully to puddle around her ankles. She is wearing taupe suede slingback heels with a moderate heel height. The woman has soft, wavy hair and a serene expression. The background is a softly lit, elegant room with warm ambient lighting, focusing on the textures and details of the outfit. The color palette consists of red, beige, and taupe, creating a sophisticated and formal atmosphere. The illustration emphasizes detailed textures and materials of the clothing.","Pending"
"img_20250421_234104","outfit_20250421_232737","image_20250421_234104_2.jpg","2025-04-21 23:41:04","Fashion illustration of: Top: **Top:** A luxuriously soft beige velvet top with a daringly low draped neckline that plunges just enough to hint at mystery. Bottom: **Bottom:**  Cream satin palazzo pants with a high waist, flowing gracefully down to puddle around the ankles. Shoes: **Shoes:**  Taupe suede slingback heels with a moderate heel height. Style: {'FORMAL'}. Color palette: {'red', 'beige'}. High quality fashion illustration, detailed textures and materials.","A high-resolution fashion illustration of a woman wearing a luxurious beige velvet top with a daringly low draped neckline and cream satin palazzo pants with a high waist, flowing gracefully to puddle around her ankles. She is wearing taupe suede slingback heels with a moderate heel height. The woman has soft, wavy hair and a serene expression. The background is a softly lit, elegant room with warm ambient lighting, focusing on the textures and details of the outfit. The color palette consists of red, beige, and taupe, creating a sophisticated and formal atmosphere. The illustration emphasizes detailed textures and materials of the clothing.","Pending"
"img_20250421_234254","outfit_20250421_232805","image_20250421_234254_0.jpg","2025-04-21 23:42:54","Fashion illustration of: Top: A daring  deep plum velvet top with a dramatic draped neckline that cascades artfully over one shoulder. Bottom: High-waisted orange satin trousers with a wide leg silhouette, cut with clean lines and a hint of architectural flair. Shoes: Sculptural gold metallic platform heels, reaching a height that commands attention while remaining grounded in comfort. Accessories: A fringed silk scarf in shades of purple and orange hangs loosely around the neck, adding a playful yet sophisticated touch. Style: {'PROFESSIONAL'}. Color palette: {'gold', 'orange', 'purple', 'black', 'green', 'silver'}. High quality fashion illustration, detailed textures and materials.","A high-quality fashion illustration of a woman wearing a deep plum velvet top with a dramatic draped neckline over one shoulder, paired with high-waisted orange satin trousers with a wide leg silhouette. She accessorizes with a fringed silk scarf in shades of purple and orange around her neck and sculptural gold metallic platform heels. The setting is a softly lit, elegant room with neutral tones, focusing primarily on the model's face and attire. The background is subtly blurred to maintain focus on the main subject, with no distracting elements. The illustration captures detailed textures and materials of the clothing, reflecting a professional and sophisticated style.","Pending"
"img_20250423_231750","outfit_20250423_230235","image_20250423_231750_0.jpg","2025-04-23 23:17:50","Fashion illustration of: Top: A fitted sleeveless top crafted from midnight blue denim, its surface adorned with a delicate silver chain quilting that catches the light like moonlight on water. Bottom: High-waisted trousers sculpted from charcoal gray suede, their wide leg silhouette flowing effortlessly to the floor. Shoes: Black ankle boots crafted from soft light wool, their slender heels tapering to a sharp point. Accessories: A dramatic wide-brimmed hat in white felt, its brim sweeping down to frame the face and cast shadows that heighten the mystery. Style: {'CASUAL'}. Color palette: {'blue', 'red', 'black', 'white', 'gray', 'silver'}. High quality fashion illustration, detailed textures and materials.","A high-resolution fashion illustration of a woman wearing a midnight blue denim sleeveless top with silver chain quilting, paired with charcoal gray suede high-waisted trousers and black wool ankle boots with sharp heels. She wears a wide-brimmed white felt hat that frames her face, enhancing a mysterious expression. The background is a softly lit indoor setting with a neutral backdrop, ensuring focus on the detailed textures and materials of the outfit. The lighting subtly highlights the silver quilting on the top and the texture of the suede trousers, creating a sophisticated and elegant atmosphere. The color palette includes blue, red, black, white, gray, and silver, maintaining a cohesive and visually appealing look.","Pending"
"img_20250423_231750","outfit_20250423_230235","image_20250423_231750_1.jpg","2025-04-23 23:17:50","Fashion illustration of: Top: A fitted sleeveless top crafted from midnight blue denim, its surface adorned with a delicate silver chain quilting that catches the light like moonlight on water. Bottom: High-waisted trousers sculpted from charcoal gray suede, their wide leg silhouette flowing effortlessly to the floor. Shoes: Black ankle boots crafted from soft light wool, their slender heels tapering to a sharp point. Accessories: A dramatic wide-brimmed hat in white felt, its brim sweeping down to frame the face and cast shadows that heighten the mystery. Style: {'CASUAL'}. Color palette: {'blue', 'red', 'black', 'white', 'gray', 'silver'}. High quality fashion illustration, detailed textures and materials.","A high-resolution fashion illustration of a woman wearing a midnight blue denim sleeveless top with silver chain quilting, paired with charcoal gray suede high-waisted trousers and black wool ankle boots with sharp heels. She wears a wide-brimmed white felt hat that frames her face, enhancing a mysterious expression. The background is a softly lit indoor setting with a neutral backdrop, ensuring focus on the detailed textures and materials of the outfit. The lighting subtly highlights the silver quilting on the top and the texture of the suede trousers, creating a sophisticated and elegant atmosphere. The color palette includes blue, red, black, white, gray, and silver, maintaining a cohesive and visually appealing look.","Pending"
